miRNA,Gene,Disease,Score-m-g,Score-g-d
hsa-miR-373-5p,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,93.90015,100.0
hsa-miR-424-5p,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,82.0457138412,100.0
hsa-miR-4451,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,85.23812626,100.0
hsa-miR-4469,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,90.04408,100.0
hsa-miR-4524a-5p,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,98.2661121695282,100.0
hsa-miR-4524b-5p,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,98.2661121695282,100.0
hsa-miR-497-5p,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,82.0457138412,100.0
hsa-miR-5003-5p,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,92.6162,100.0
hsa-miR-616-5p,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,93.90015,100.0
hsa-miR-6838-5p,VPS33B,Arthrogryposis renal dysfunction and cholestasis 1,82.0457138412,100.0
hsa-miR-12128,KMT2D,Kabuki make-up syndrome,95.35104119015,100.0
hsa-miR-1252-3p,KMT2D,Kabuki make-up syndrome,80.2725,100.0
hsa-miR-1301-3p,KMT2D,Kabuki make-up syndrome,86.4659349525,100.0
hsa-miR-210-3p,KMT2D,Kabuki make-up syndrome,90.16377,100.0
hsa-miR-3152-5p,KMT2D,Kabuki make-up syndrome,81.7027607845,100.0
hsa-miR-3162-3p,KMT2D,Kabuki make-up syndrome,93.2292947108782,100.0
hsa-miR-4254,KMT2D,Kabuki make-up syndrome,89.2041409792,100.0
hsa-miR-4434,KMT2D,Kabuki make-up syndrome,81.8457059794,100.0
hsa-miR-4447,KMT2D,Kabuki make-up syndrome,90.1694313061662,100.0
hsa-miR-4516,KMT2D,Kabuki make-up syndrome,86.3179233442,100.0
hsa-miR-4651,KMT2D,Kabuki make-up syndrome,80.5833672727434,100.0
hsa-miR-4668-5p,KMT2D,Kabuki make-up syndrome,85.5563895724,100.0
hsa-miR-4682,KMT2D,Kabuki make-up syndrome,95.85392,100.0
hsa-miR-4700-3p,KMT2D,Kabuki make-up syndrome,84.9778152535,100.0
hsa-miR-4723-5p,KMT2D,Kabuki make-up syndrome,89.9647455684507,100.0
hsa-miR-4758-3p,KMT2D,Kabuki make-up syndrome,90.7726928179799,100.0
hsa-miR-486-3p,KMT2D,Kabuki make-up syndrome,83.2141025855232,100.0
hsa-miR-5003-5p,KMT2D,Kabuki make-up syndrome,88.5877497244,100.0
hsa-miR-5047,KMT2D,Kabuki make-up syndrome,86.4659349525,100.0
hsa-miR-548a-3p,KMT2D,Kabuki make-up syndrome,90.377508426157,100.0
hsa-miR-548ae-3p,KMT2D,Kabuki make-up syndrome,87.0689285479305,100.0
hsa-miR-548ah-3p,KMT2D,Kabuki make-up syndrome,87.0689285479305,100.0
hsa-miR-548aj-3p,KMT2D,Kabuki make-up syndrome,89.4382152889387,100.0
hsa-miR-548am-3p,KMT2D,Kabuki make-up syndrome,87.0689285479305,100.0
hsa-miR-548aq-3p,KMT2D,Kabuki make-up syndrome,87.0689285479305,100.0
hsa-miR-548ar-3p,KMT2D,Kabuki make-up syndrome,90.377508426157,100.0
hsa-miR-548az-3p,KMT2D,Kabuki make-up syndrome,90.377508426157,100.0
hsa-miR-548bc,KMT2D,Kabuki make-up syndrome,90.377508426157,100.0
hsa-miR-548e-3p,KMT2D,Kabuki make-up syndrome,90.377508426157,100.0
hsa-miR-548f-3p,KMT2D,Kabuki make-up syndrome,90.377508426157,100.0
hsa-miR-548g-3p,KMT2D,Kabuki make-up syndrome,90.6970257136,100.0
hsa-miR-548j-3p,KMT2D,Kabuki make-up syndrome,87.0689285479305,100.0
hsa-miR-548x-3p,KMT2D,Kabuki make-up syndrome,89.4382152889387,100.0
hsa-miR-5698,KMT2D,Kabuki make-up syndrome,89.9647455684507,100.0
hsa-miR-5703,KMT2D,Kabuki make-up syndrome,81.8457059794,100.0
hsa-miR-6729-3p,KMT2D,Kabuki make-up syndrome,89.4338823517476,100.0
hsa-miR-6752-5p,KMT2D,Kabuki make-up syndrome,86.7435870195351,100.0
hsa-miR-6756-5p,KMT2D,Kabuki make-up syndrome,83.8610515318396,100.0
hsa-miR-6762-3p,KMT2D,Kabuki make-up syndrome,85.04910214,100.0
hsa-miR-6766-5p,KMT2D,Kabuki make-up syndrome,83.8610515318396,100.0
hsa-miR-6781-5p,KMT2D,Kabuki make-up syndrome,82.2364477746,100.0
hsa-miR-6805-5p,KMT2D,Kabuki make-up syndrome,86.5317853825591,100.0
hsa-miR-6810-3p,KMT2D,Kabuki make-up syndrome,84.1943,100.0
hsa-miR-6835-3p,KMT2D,Kabuki make-up syndrome,86.8626,100.0
hsa-miR-6837-3p,KMT2D,Kabuki make-up syndrome,90.852849364,100.0
hsa-miR-6842-5p,KMT2D,Kabuki make-up syndrome,90.540214104941,100.0
hsa-miR-6870-5p,KMT2D,Kabuki make-up syndrome,93.0292282516063,100.0
hsa-miR-7110-5p,KMT2D,Kabuki make-up syndrome,92.804902201695,100.0
hsa-miR-7111-5p,KMT2D,Kabuki make-up syndrome,89.9647455684507,100.0
hsa-miR-7156-3p,KMT2D,Kabuki make-up syndrome,89.3971923508,100.0
hsa-miR-8485,KMT2D,Kabuki make-up syndrome,87.8825,100.0
hsa-miR-92a-2-5p,KMT2D,Kabuki make-up syndrome,86.7282820824261,100.0
hsa-miR-12128,TMEM67,Meckel syndrome type 3,85.5319,95.0
hsa-miR-12128,TMEM67,JOUBERT SYNDROME 6,85.5319,90.0
hsa-miR-12136,TMEM67,Meckel syndrome type 3,82.015,95.0
hsa-miR-12136,TMEM67,JOUBERT SYNDROME 6,82.015,90.0
hsa-miR-154-3p,TMEM67,Meckel syndrome type 3,89.892,95.0
hsa-miR-154-3p,TMEM67,JOUBERT SYNDROME 6,89.892,90.0
hsa-miR-16-1-3p,TMEM67,Meckel syndrome type 3,85.5653518949515,95.0
hsa-miR-16-1-3p,TMEM67,JOUBERT SYNDROME 6,85.5653518949515,90.0
hsa-miR-1913,TMEM67,Meckel syndrome type 3,80.8437,95.0
hsa-miR-1913,TMEM67,JOUBERT SYNDROME 6,80.8437,90.0
hsa-miR-20a-3p,TMEM67,Meckel syndrome type 3,96.2017007888,95.0
hsa-miR-20a-3p,TMEM67,JOUBERT SYNDROME 6,96.2017007888,90.0
hsa-miR-302a-5p,TMEM67,Meckel syndrome type 3,84.3385232398,95.0
hsa-miR-302a-5p,TMEM67,JOUBERT SYNDROME 6,84.3385232398,90.0
hsa-miR-3163,TMEM67,Meckel syndrome type 3,82.3443071282359,95.0
hsa-miR-3163,TMEM67,JOUBERT SYNDROME 6,82.3443071282359,90.0
hsa-miR-3617-3p,TMEM67,Meckel syndrome type 3,89.324794602,95.0
hsa-miR-3617-3p,TMEM67,JOUBERT SYNDROME 6,89.324794602,90.0
hsa-miR-4251,TMEM67,Meckel syndrome type 3,85.7202947668,95.0
hsa-miR-4251,TMEM67,JOUBERT SYNDROME 6,85.7202947668,90.0
hsa-miR-4282,TMEM67,Meckel syndrome type 3,84.5552688262117,95.0
hsa-miR-4282,TMEM67,JOUBERT SYNDROME 6,84.5552688262117,90.0
hsa-miR-4482-3p,TMEM67,Meckel syndrome type 3,90.20076,95.0
hsa-miR-4482-3p,TMEM67,JOUBERT SYNDROME 6,90.20076,90.0
hsa-miR-452-3p,TMEM67,Meckel syndrome type 3,86.3207,95.0
hsa-miR-452-3p,TMEM67,JOUBERT SYNDROME 6,86.3207,90.0
hsa-miR-4652-3p,TMEM67,Meckel syndrome type 3,87.2742,95.0
hsa-miR-4652-3p,TMEM67,JOUBERT SYNDROME 6,87.2742,90.0
hsa-miR-4668-5p,TMEM67,Meckel syndrome type 3,90.869819394,95.0
hsa-miR-4668-5p,TMEM67,JOUBERT SYNDROME 6,90.869819394,90.0
hsa-miR-4672,TMEM67,Meckel syndrome type 3,83.0708,95.0
hsa-miR-4672,TMEM67,JOUBERT SYNDROME 6,83.0708,90.0
hsa-miR-4708-5p,TMEM67,Meckel syndrome type 3,95.66764,95.0
hsa-miR-4708-5p,TMEM67,JOUBERT SYNDROME 6,95.66764,90.0
hsa-miR-485-3p,TMEM67,Meckel syndrome type 3,86.5607,95.0
hsa-miR-485-3p,TMEM67,JOUBERT SYNDROME 6,86.5607,90.0
hsa-miR-487a-3p,TMEM67,Meckel syndrome type 3,89.892,95.0
hsa-miR-487a-3p,TMEM67,JOUBERT SYNDROME 6,89.892,90.0
hsa-miR-5196-3p,TMEM67,Meckel syndrome type 3,82.2749153925,95.0
hsa-miR-5196-3p,TMEM67,JOUBERT SYNDROME 6,82.2749153925,90.0
hsa-miR-539-3p,TMEM67,Meckel syndrome type 3,86.5607,95.0
hsa-miR-539-3p,TMEM67,JOUBERT SYNDROME 6,86.5607,90.0
hsa-miR-544a,TMEM67,Meckel syndrome type 3,83.0434,95.0
hsa-miR-544a,TMEM67,JOUBERT SYNDROME 6,83.0434,90.0
hsa-miR-5692a,TMEM67,Meckel syndrome type 3,88.35223457,95.0
hsa-miR-5692a,TMEM67,JOUBERT SYNDROME 6,88.35223457,90.0
hsa-miR-6872-3p,TMEM67,Meckel syndrome type 3,91.22532,95.0
hsa-miR-6872-3p,TMEM67,JOUBERT SYNDROME 6,91.22532,90.0
hsa-miR-8485,TMEM67,Meckel syndrome type 3,83.8366,95.0
hsa-miR-8485,TMEM67,JOUBERT SYNDROME 6,83.8366,90.0
hsa-miR-924,TMEM67,Meckel syndrome type 3,83.3204,95.0
hsa-miR-924,TMEM67,JOUBERT SYNDROME 6,83.3204,90.0
hsa-miR-12128,TMEM67,Meckel syndrome type 3,85.5319,95.0
hsa-miR-12128,TMEM67,JOUBERT SYNDROME 6,85.5319,90.0
hsa-miR-12136,TMEM67,Meckel syndrome type 3,82.015,95.0
hsa-miR-12136,TMEM67,JOUBERT SYNDROME 6,82.015,90.0
hsa-miR-154-3p,TMEM67,Meckel syndrome type 3,89.892,95.0
hsa-miR-154-3p,TMEM67,JOUBERT SYNDROME 6,89.892,90.0
hsa-miR-16-1-3p,TMEM67,Meckel syndrome type 3,85.5653518949515,95.0
hsa-miR-16-1-3p,TMEM67,JOUBERT SYNDROME 6,85.5653518949515,90.0
hsa-miR-1913,TMEM67,Meckel syndrome type 3,80.8437,95.0
hsa-miR-1913,TMEM67,JOUBERT SYNDROME 6,80.8437,90.0
hsa-miR-20a-3p,TMEM67,Meckel syndrome type 3,96.2017007888,95.0
hsa-miR-20a-3p,TMEM67,JOUBERT SYNDROME 6,96.2017007888,90.0
hsa-miR-302a-5p,TMEM67,Meckel syndrome type 3,87.0287345272,95.0
hsa-miR-302a-5p,TMEM67,JOUBERT SYNDROME 6,87.0287345272,90.0
hsa-miR-3163,TMEM67,Meckel syndrome type 3,92.868354293657,95.0
hsa-miR-3163,TMEM67,JOUBERT SYNDROME 6,92.868354293657,90.0
hsa-miR-3617-3p,TMEM67,Meckel syndrome type 3,89.324794602,95.0
hsa-miR-3617-3p,TMEM67,JOUBERT SYNDROME 6,89.324794602,90.0
hsa-miR-4251,TMEM67,Meckel syndrome type 3,85.7202947668,95.0
hsa-miR-4251,TMEM67,JOUBERT SYNDROME 6,85.7202947668,90.0
hsa-miR-4282,TMEM67,Meckel syndrome type 3,84.5552688262117,95.0
hsa-miR-4282,TMEM67,JOUBERT SYNDROME 6,84.5552688262117,90.0
hsa-miR-4482-3p,TMEM67,Meckel syndrome type 3,90.20076,95.0
hsa-miR-4482-3p,TMEM67,JOUBERT SYNDROME 6,90.20076,90.0
hsa-miR-452-3p,TMEM67,Meckel syndrome type 3,86.3207,95.0
hsa-miR-452-3p,TMEM67,JOUBERT SYNDROME 6,86.3207,90.0
hsa-miR-4652-3p,TMEM67,Meckel syndrome type 3,87.2742,95.0
hsa-miR-4652-3p,TMEM67,JOUBERT SYNDROME 6,87.2742,90.0
hsa-miR-4668-5p,TMEM67,Meckel syndrome type 3,90.869819394,95.0
hsa-miR-4668-5p,TMEM67,JOUBERT SYNDROME 6,90.869819394,90.0
hsa-miR-4672,TMEM67,Meckel syndrome type 3,83.0708,95.0
hsa-miR-4672,TMEM67,JOUBERT SYNDROME 6,83.0708,90.0
hsa-miR-4708-5p,TMEM67,Meckel syndrome type 3,95.66764,95.0
hsa-miR-4708-5p,TMEM67,JOUBERT SYNDROME 6,95.66764,90.0
hsa-miR-485-3p,TMEM67,Meckel syndrome type 3,86.5607,95.0
hsa-miR-485-3p,TMEM67,JOUBERT SYNDROME 6,86.5607,90.0
hsa-miR-487a-3p,TMEM67,Meckel syndrome type 3,89.892,95.0
hsa-miR-487a-3p,TMEM67,JOUBERT SYNDROME 6,89.892,90.0
hsa-miR-5196-3p,TMEM67,Meckel syndrome type 3,82.2749153925,95.0
hsa-miR-5196-3p,TMEM67,JOUBERT SYNDROME 6,82.2749153925,90.0
hsa-miR-539-3p,TMEM67,Meckel syndrome type 3,86.5607,95.0
hsa-miR-539-3p,TMEM67,JOUBERT SYNDROME 6,86.5607,90.0
hsa-miR-544a,TMEM67,Meckel syndrome type 3,83.0434,95.0
hsa-miR-544a,TMEM67,JOUBERT SYNDROME 6,83.0434,90.0
hsa-miR-5692a,TMEM67,Meckel syndrome type 3,91.24759611,95.0
hsa-miR-5692a,TMEM67,JOUBERT SYNDROME 6,91.24759611,90.0
hsa-miR-6872-3p,TMEM67,Meckel syndrome type 3,91.22532,95.0
hsa-miR-6872-3p,TMEM67,JOUBERT SYNDROME 6,91.22532,90.0
hsa-miR-8485,TMEM67,Meckel syndrome type 3,83.8366,95.0
hsa-miR-8485,TMEM67,JOUBERT SYNDROME 6,83.8366,90.0
hsa-miR-924,TMEM67,Meckel syndrome type 3,83.3204,95.0
hsa-miR-924,TMEM67,JOUBERT SYNDROME 6,83.3204,90.0
hsa-miR-12128,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,85.432435101692,100.0
hsa-miR-124-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,83.7572,100.0
hsa-miR-1250-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,86.0299505140985,100.0
hsa-miR-126-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,97.8818228833239,100.0
hsa-miR-153-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,96.4973180642683,100.0
hsa-miR-190a-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,99.8444330346355,100.0
hsa-miR-3127-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,81.966187542583,100.0
hsa-miR-3674,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,80.6106740599,100.0
hsa-miR-4482-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,83.4914809317,100.0
hsa-miR-466,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,88.1482932344,100.0
hsa-miR-4727-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,91.30839,100.0
hsa-miR-4756-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,91.8784180748668,100.0
hsa-miR-4789-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,98.9016356935,100.0
hsa-miR-4795-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,99.7156962594256,100.0
hsa-miR-5011-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,99.8190381251373,100.0
hsa-miR-506-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,83.7572,100.0
hsa-miR-548ac,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,93.4678334076203,100.0
hsa-miR-548ae-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,91.6019914150778,100.0
hsa-miR-548ah-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,91.6019914150778,100.0
hsa-miR-548aj-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,90.9721510161871,100.0
hsa-miR-548am-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,91.6019914150778,100.0
hsa-miR-548aq-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,91.6019914150778,100.0
hsa-miR-548bb-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,93.4678334076203,100.0
hsa-miR-548d-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,94.6176107672874,100.0
hsa-miR-548h-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,93.4678334076203,100.0
hsa-miR-548j-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,91.6019914150778,100.0
hsa-miR-548x-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,90.9721510161871,100.0
hsa-miR-548z,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,93.4678334076203,100.0
hsa-miR-574-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,91.6722334827,100.0
hsa-miR-6734-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,89.786,100.0
hsa-miR-6823-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,92.1749913760919,100.0
hsa-miR-6836-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,89.0543511593,100.0
hsa-miR-7159-3p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,85.19687096,100.0
hsa-miR-7159-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,84.6685952832,100.0
hsa-miR-888-5p,L2HGDH,L-2-HYDROXYGLUTARIC ACIDURIA,93.9761992405913,100.0
hsa-miR-12129,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),91.1715312846,100.0
hsa-miR-122b-5p,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),99.460279339664,100.0
hsa-miR-29a-3p,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),90.16224,100.0
hsa-miR-29b-3p,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),90.16224,100.0
hsa-miR-29c-3p,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),90.16224,100.0
hsa-miR-3180-5p,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),85.05,100.0
hsa-miR-4251,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),84.2529,100.0
hsa-miR-4280,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),96.1367959306,100.0
hsa-miR-5682,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),90.14678,100.0
hsa-miR-9902,TNFRSF1A,TNF receptor-associated periodic fever syndrome (TRAPS),83.7173,100.0
hsa-miR-12129,ARSB,Mucopolysaccharidosis VI,92.13786,100.0
hsa-miR-196a-1-3p,ARSB,Mucopolysaccharidosis VI,86.7185899832,100.0
hsa-miR-3180-5p,ARSB,Mucopolysaccharidosis VI,86.945865832,100.0
hsa-miR-3613-3p,ARSB,Mucopolysaccharidosis VI,90.4840599349363,100.0
hsa-miR-371b-5p,ARSB,Mucopolysaccharidosis VI,82.913661632,100.0
hsa-miR-373-5p,ARSB,Mucopolysaccharidosis VI,82.913661632,100.0
hsa-miR-380-5p,ARSB,Mucopolysaccharidosis VI,81.7728,100.0
hsa-miR-3919,ARSB,Mucopolysaccharidosis VI,82.0749916905,100.0
hsa-miR-3978,ARSB,Mucopolysaccharidosis VI,82.1175,100.0
hsa-miR-548c-3p,ARSB,Mucopolysaccharidosis VI,86.8161988380163,100.0
hsa-miR-579-3p,ARSB,Mucopolysaccharidosis VI,88.2027642662201,100.0
hsa-miR-616-5p,ARSB,Mucopolysaccharidosis VI,82.913661632,100.0
hsa-miR-642a-3p,ARSB,Mucopolysaccharidosis VI,94.7519097347038,100.0
hsa-miR-642b-3p,ARSB,Mucopolysaccharidosis VI,94.7519097347038,100.0
hsa-miR-664b-3p,ARSB,Mucopolysaccharidosis VI,88.2027642662201,100.0
hsa-miR-6795-5p,ARSB,Mucopolysaccharidosis VI,86.951511514,100.0
hsa-miR-6887-5p,ARSB,Mucopolysaccharidosis VI,86.951511514,100.0
hsa-miR-12132,ARSB,Mucopolysaccharidosis VI,90.47826,100.0
hsa-miR-214-5p,ARSB,Mucopolysaccharidosis VI,91.37652,100.0
hsa-miR-222-5p,ARSB,Mucopolysaccharidosis VI,84.9733,100.0
hsa-miR-450a-1-3p,ARSB,Mucopolysaccharidosis VI,81.7661,100.0
hsa-miR-6509-5p,ARSB,Mucopolysaccharidosis VI,88.8331,100.0
hsa-miR-942-5p,ARSB,Mucopolysaccharidosis VI,88.3504,100.0
hsa-miR-12131,LPL,Hyperlipoproteinemia Type I,83.7568430308,100.0
hsa-miR-1250-3p,LPL,Hyperlipoproteinemia Type I,93.537418689404,100.0
hsa-miR-153-5p,LPL,Hyperlipoproteinemia Type I,85.9925206576,100.0
hsa-miR-183-3p,LPL,Hyperlipoproteinemia Type I,82.8885565405288,100.0
hsa-miR-29a-3p,LPL,Hyperlipoproteinemia Type I,88.0796,100.0
hsa-miR-29b-3p,LPL,Hyperlipoproteinemia Type I,88.0796,100.0
hsa-miR-29c-3p,LPL,Hyperlipoproteinemia Type I,88.0796,100.0
hsa-miR-3163,LPL,Hyperlipoproteinemia Type I,81.3929915742138,100.0
hsa-miR-374a-5p,LPL,Hyperlipoproteinemia Type I,83.4112,100.0
hsa-miR-449b-3p,LPL,Hyperlipoproteinemia Type I,84.6519031954,100.0
hsa-miR-4524a-3p,LPL,Hyperlipoproteinemia Type I,84.53,100.0
hsa-miR-5011-5p,LPL,Hyperlipoproteinemia Type I,85.1592816235,100.0
hsa-miR-506-5p,LPL,Hyperlipoproteinemia Type I,83.024,100.0
hsa-miR-5089-5p,LPL,Hyperlipoproteinemia Type I,82.5113,100.0
hsa-miR-526b-5p,LPL,Hyperlipoproteinemia Type I,80.5167,100.0
hsa-miR-5682,LPL,Hyperlipoproteinemia Type I,87.8022,100.0
hsa-miR-5692a,LPL,Hyperlipoproteinemia Type I,87.8435,100.0
hsa-miR-578,LPL,Hyperlipoproteinemia Type I,81.2063,100.0
hsa-miR-6755-3p,LPL,Hyperlipoproteinemia Type I,91.48426,100.0
hsa-miR-6844,LPL,Hyperlipoproteinemia Type I,89.9868,100.0
hsa-miR-6888-5p,LPL,Hyperlipoproteinemia Type I,81.1096,100.0
hsa-miR-7110-3p,LPL,Hyperlipoproteinemia Type I,96.11638,100.0
hsa-miR-12131,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,84.1770454156,90.0
hsa-miR-1251-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,84.5093860563594,90.0
hsa-miR-146b-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,83.1303,90.0
hsa-miR-154-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,88.5856,90.0
hsa-miR-15a-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.3229092539456,90.0
hsa-miR-15b-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.5517281689966,90.0
hsa-miR-16-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.3229092539456,90.0
hsa-miR-1910-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,86.5020590806,90.0
hsa-miR-195-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.3229092539456,90.0
hsa-miR-300,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,87.7759942664363,90.0
hsa-miR-3074-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,94.2234176472112,90.0
hsa-miR-3120-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,95.2268732923,90.0
hsa-miR-3149,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,97.9205820244007,90.0
hsa-miR-339-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,86.4765,90.0
hsa-miR-345-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,97.0409196087154,90.0
hsa-miR-381-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,87.7759942664363,90.0
hsa-miR-3919,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,93.8339843789876,90.0
hsa-miR-424-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.2878465003696,90.0
hsa-miR-4283,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,92.7373277374522,90.0
hsa-miR-4288,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,85.7553736088571,90.0
hsa-miR-4311,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,85.8057682351257,90.0
hsa-miR-4443,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,84.9404070746,90.0
hsa-miR-449b-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,95.414843202,90.0
hsa-miR-455-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,86.8820995624,90.0
hsa-miR-4699-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.1693690311048,90.0
hsa-miR-4717-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,97.2097893742,90.0
hsa-miR-4719,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.4448718667288,90.0
hsa-miR-4722-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,86.204110884242,90.0
hsa-miR-4753-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,93.85691237176,90.0
hsa-miR-4755-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,85.223663065161,90.0
hsa-miR-487a-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,88.5856,90.0
hsa-miR-497-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.0173357455517,90.0
hsa-miR-5006-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,85.223663065161,90.0
hsa-miR-504-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,80.3995429612,90.0
hsa-miR-5089-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,84.7823,90.0
hsa-miR-520d-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,80.3755,90.0
hsa-miR-524-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,80.3755,90.0
hsa-miR-545-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,96.3424226804242,90.0
hsa-miR-5584-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,80.4746694874,90.0
hsa-miR-586,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,83.2473,90.0
hsa-miR-6511a-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,86.3293694572,90.0
hsa-miR-670-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.4309900286,90.0
hsa-miR-6727-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,87.6954108241347,90.0
hsa-miR-6787-3p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,83.5847431088942,90.0
hsa-miR-6838-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,98.3229092539456,90.0
hsa-miR-6867-5p,KIF1B,Charcot-Marie-Tooth Disease Axonal Type 2a1,99.9957658178435,90.0
